,,PressureMeas_1m,,TAStat155_1m_1,,RHStat155_1m_1,,SRMeasQMS101R_1m,,PRMeasQMR101_1,,QFE_1m,,QNH_1m,,WS_1m,,WD_1m,,TGMeasQMT103_1m,
time,status,Avg,status,Avg,status,Avg,status,Avg,status,PR,status,QF,status,QNH,status,Avg,status,Avg,status,Avg,
2/6/25 12:00:07 AM,VALID,1008.206,VALID,24.297,VALID,94.981,VALID,51.649,VALID,0.0,VALID,1008.206,VALID,1008.062,VALID,1.67,VALID,311.773,INVALID,0.0,
2/6/25 12:01:06 AM,VALID,1008.227,VALID,24.299,VALID,94.936,VALID,53.108,VALID,0.0,VALID,1008.227,VALID,1008.083,VALID,1.831,VALID,326.312,INVALID,0.0,
2/6/25 12:02:06 AM,VALID,1008.227,VALID,24.325,VALID,94.932,VALID,54.529,VALID,0.0,VALID,1008.227,VALID,1008.084,VALID,0.834,VALID,284.182,INVALID,0.0,
2/6/25 12:03:07 AM,VALID,1008.224,VALID,24.341,VALID,94.963,VALID,55.793,VALID,0.0,VALID,1008.224,VALID,1008.081,VALID,1.248,VALID,320.443,INVALID,0.0,
2/6/25 12:04:06 AM,VALID,1008.233,VALID,24.325,VALID,94.843,VALID,56.984,VALID,0.0,VALID,1008.233,VALID,1008.09,VALID,1.986,VALID,319.78,INVALID,0.0,
2/6/25 12:05:06 AM,VALID,1008.248,VALID,24.314,VALID,94.774,VALID,58.005,VALID,0.0,VALID,1008.248,VALID,1008.105,VALID,2.139,VALID,311.95,INVALID,0.0,
2/6/25 12:06:07 AM,VALID,1008.257,VALID,24.301,VALID,94.607,VALID,58.911,VALID,0.0,VALID,1008.257,VALID,1008.113,VALID,1.733,VALID,312.017,INVALID,0.0,
2/6/25 12:07:06 AM,VALID,1008.278,VALID,24.358,VALID,94.676,VALID,59.742,VALID,0.0,VALID,1008.278,VALID,1008.135,VALID,1.636,VALID,309.653,INVALID,0.0,
2/6/25 12:08:06 AM,VALID,1008.272,VALID,24.361,VALID,94.574,VALID,61.036,VALID,0.0,VALID,1008.272,VALID,1008.129,VALID,1.371,VALID,293.659,INVALID,0.0,
2/6/25 12:09:07 AM,VALID,1008.271,VALID,24.399,VALID,94.67,VALID,62.545,VALID,0.0,VALID,1008.271,VALID,1008.127,VALID,1.043,VALID,314.699,INVALID,0.0,
2/6/25 12:10:06 AM,VALID,1008.286,VALID,24.389,VALID,94.603,VALID,64.199,VALID,0.0,VALID,1008.286,VALID,1008.143,VALID,2.07,VALID,313.036,INVALID,0.0,
2/6/25 12:11:06 AM,VALID,1008.302,VALID,24.383,VALID,94.542,VALID,66.227,VALID,0.0,VALID,1008.302,VALID,1008.159,VALID,1.347,VALID,329.128,INVALID,0.0,
2/6/25 12:12:07 AM,VALID,1008.335,VALID,24.385,VALID,94.462,VALID,67.924,VALID,0.0,VALID,1008.335,VALID,1008.191,VALID,1.489,VALID,322.342,INVALID,0.0,
2/6/25 12:13:06 AM,VALID,1008.337,VALID,24.383,VALID,94.403,VALID,70.029,VALID,0.0,VALID,1008.337,VALID,1008.193,VALID,2.168,VALID,322.637,INVALID,0.0,
2/6/25 12:14:07 AM,VALID,1008.347,VALID,24.41,VALID,94.41,VALID,72.667,VALID,0.0,VALID,1008.347,VALID,1008.204,VALID,1.398,VALID,294.19,INVALID,0.0,
2/6/25 12:15:07 AM,VALID,1008.356,VALID,24.424,VALID,94.421,VALID,75.412,VALID,0.0,VALID,1008.356,VALID,1008.212,VALID,1.184,VALID,313.14,INVALID,0.0,
2/6/25 12:16:07 AM,VALID,1008.345,VALID,24.453,VALID,94.459,VALID,79.382,VALID,0.0,VALID,1008.345,VALID,1008.201,VALID,1.063,VALID,321.71,INVALID,0.0,
2/6/25 12:17:07 AM,VALID,1008.359,VALID,24.452,VALID,94.426,VALID,82.199,VALID,0.0,VALID,1008.359,VALID,1008.215,VALID,1.888,VALID,321.905,INVALID,0.0,
2/6/25 12:18:07 AM,VALID,1008.378,VALID,24.422,VALID,94.141,VALID,86.095,VALID,0.0,VALID,1008.378,VALID,1008.234,VALID,1.199,VALID,312.292,INVALID,0.0,
2/6/25 12:19:07 AM,VALID,1008.392,VALID,24.465,VALID,94.146,VALID,91.588,VALID,0.0,VALID,1008.392,VALID,1008.248,VALID,1.563,VALID,305.793,INVALID,0.0,
2/6/25 12:20:07 AM,VALID,1008.398,VALID,24.464,VALID,94.107,VALID,97.522,VALID,0.0,VALID,1008.398,VALID,1008.254,VALID,2.036,VALID,309.463,INVALID,0.0,
2/6/25 12:21:07 AM,VALID,1008.409,VALID,24.467,VALID,93.986,VALID,101.945,VALID,0.0,VALID,1008.409,VALID,1008.266,VALID,1.919,VALID,314.144,INVALID,0.0,
2/6/25 12:22:07 AM,VALID,1008.429,VALID,24.519,VALID,94.116,VALID,106.932,VALID,0.0,VALID,1008.429,VALID,1008.285,VALID,1.663,VALID,305.977,INVALID,0.0,
2/6/25 12:23:07 AM,VALID,1008.433,VALID,24.557,VALID,94.09,VALID,110.251,VALID,0.0,VALID,1008.433,VALID,1008.29,VALID,1.445,VALID,317.331,INVALID,0.0,
2/6/25 12:24:07 AM,VALID,1008.441,VALID,24.58,VALID,94.117,VALID,110.6,VALID,0.0,VALID,1008.441,VALID,1008.297,VALID,1.631,VALID,309.3,INVALID,0.0,
2/6/25 12:25:07 AM,VALID,1008.439,VALID,24.598,VALID,94.086,VALID,110.398,VALID,0.0,VALID,1008.439,VALID,1008.295,VALID,1.213,VALID,317.608,INVALID,0.0,
2/6/25 12:26:07 AM,VALID,1008.427,VALID,24.599,VALID,93.985,VALID,113.955,VALID,0.0,VALID,1008.427,VALID,1008.283,VALID,1.424,VALID,327.488,INVALID,0.0,
2/6/25 12:27:07 AM,VALID,1008.419,VALID,24.62,VALID,93.901,VALID,120.214,VALID,0.0,VALID,1008.419,VALID,1008.275,VALID,1.641,VALID,304.156,INVALID,0.0,
2/6/25 12:28:07 AM,VALID,1008.419,VALID,24.622,VALID,93.688,VALID,128.146,VALID,0.0,VALID,1008.419,VALID,1008.276,VALID,2.209,VALID,313.269,INVALID,0.0,
2/6/25 12:29:07 AM,VALID,1008.443,VALID,24.64,VALID,93.525,VALID,136.184,VALID,0.0,VALID,1008.443,VALID,1008.3,VALID,2.548,VALID,321.794,INVALID,0.0,
2/6/25 12:30:07 AM,VALID,1008.464,VALID,24.68,VALID,93.243,VALID,158.146,VALID,0.0,VALID,1008.464,VALID,1008.32,VALID,1.938,VALID,304.825,INVALID,0.0,
2/6/25 12:31:07 AM,VALID,1008.479,VALID,24.742,VALID,93.249,VALID,172.381,VALID,0.0,VALID,1008.479,VALID,1008.336,VALID,1.602,VALID,308.072,INVALID,0.0,
2/6/25 12:32:07 AM,VALID,1008.487,VALID,24.785,VALID,93.341,VALID,185.068,VALID,0.0,VALID,1008.487,VALID,1008.343,VALID,1.74,VALID,302.264,INVALID,0.0,
2/6/25 12:33:07 AM,VALID,1008.504,VALID,24.807,VALID,93.104,VALID,199.262,VALID,0.0,VALID,1008.504,VALID,1008.36,VALID,1.479,VALID,312.851,INVALID,0.0,
2/6/25 12:34:07 AM,VALID,1008.527,VALID,24.834,VALID,92.873,VALID,208.765,VALID,0.0,VALID,1008.527,VALID,1008.383,VALID,2.095,VALID,307.696,INVALID,0.0,
2/6/25 12:35:07 AM,VALID,1008.551,VALID,24.874,VALID,92.708,VALID,220.791,VALID,0.0,VALID,1008.551,VALID,1008.407,VALID,2.654,VALID,312.329,INVALID,0.0,
2/6/25 12:36:07 AM,VALID,1008.561,VALID,24.881,VALID,92.211,VALID,229.098,VALID,0.0,VALID,1008.561,VALID,1008.418,VALID,1.804,VALID,316.377,INVALID,0.0,
2/6/25 12:37:07 AM,VALID,1008.541,VALID,24.902,VALID,91.938,VALID,237.644,VALID,0.0,VALID,1008.541,VALID,1008.397,VALID,1.958,VALID,331.322,INVALID,0.0,
2/6/25 12:38:07 AM,VALID,1008.52,VALID,24.952,VALID,91.539,VALID,239.576,VALID,0.0,VALID,1008.52,VALID,1008.377,VALID,1.845,VALID,311.919,INVALID,0.0,
2/6/25 12:39:07 AM,VALID,1008.499,VALID,25.089,VALID,92.149,VALID,228.011,VALID,0.0,VALID,1008.499,VALID,1008.355,VALID,1.263,VALID,313.23,INVALID,0.0,
2/6/25 12:40:07 AM,VALID,1008.462,VALID,25.11,VALID,92.091,VALID,227.489,VALID,0.0,VALID,1008.462,VALID,1008.318,VALID,1.898,VALID,324.306,INVALID,0.0,
2/6/25 12:41:07 AM,VALID,1008.42,VALID,25.111,VALID,91.608,VALID,227.815,VALID,0.0,VALID,1008.42,VALID,1008.276,VALID,2.495,VALID,305.135,INVALID,0.0,
2/6/25 12:42:07 AM,VALID,1008.415,VALID,25.089,VALID,90.871,VALID,231.849,VALID,0.0,VALID,1008.415,VALID,1008.271,VALID,1.872,VALID,310.842,INVALID,0.0,
2/6/25 12:43:07 AM,VALID,1008.403,VALID,25.133,VALID,91.136,VALID,237.161,VALID,0.0,VALID,1008.403,VALID,1008.259,VALID,1.427,VALID,313.079,INVALID,0.0,
2/6/25 12:44:07 AM,VALID,1008.431,VALID,25.152,VALID,91.049,VALID,239.851,VALID,0.0,VALID,1008.431,VALID,1008.287,VALID,1.364,VALID,270.915,INVALID,0.0,
2/6/25 12:45:07 AM,VALID,1008.432,VALID,25.19,VALID,90.961,VALID,260.564,VALID,0.0,VALID,1008.432,VALID,1008.288,VALID,1.965,VALID,311.987,INVALID,0.0,
2/6/25 12:46:07 AM,VALID,1008.426,VALID,25.29,VALID,91.392,VALID,270.596,VALID,0.0,VALID,1008.426,VALID,1008.283,VALID,1.276,VALID,332.376,INVALID,0.0,
2/6/25 12:47:07 AM,VALID,1008.415,VALID,25.272,VALID,90.773,VALID,277.182,VALID,0.0,VALID,1008.415,VALID,1008.272,VALID,1.528,VALID,326.284,INVALID,0.0,
2/6/25 12:48:07 AM,VALID,1008.445,VALID,25.309,VALID,90.724,VALID,250.645,VALID,0.0,VALID,1008.445,VALID,1008.301,VALID,1.738,VALID,314.265,INVALID,0.0,
2/6/25 12:49:07 AM,VALID,1008.469,VALID,25.28,VALID,89.929,VALID,298.927,VALID,0.0,VALID,1008.469,VALID,1008.326,VALID,2.526,VALID,307.781,INVALID,0.0,
2/6/25 12:50:07 AM,VALID,1008.492,VALID,25.27,VALID,89.776,VALID,298.486,VALID,0.0,VALID,1008.492,VALID,1008.348,VALID,1.978,VALID,311.1,INVALID,0.0,
2/6/25 12:51:07 AM,VALID,1008.511,VALID,25.294,VALID,90.135,VALID,273.498,VALID,0.0,VALID,1008.511,VALID,1008.367,VALID,2.218,VALID,309.681,INVALID,0.0,
2/6/25 12:52:07 AM,VALID,1008.532,VALID,25.298,VALID,90.149,VALID,241.549,VALID,0.0,VALID,1008.532,VALID,1008.389,VALID,2.416,VALID,319.915,INVALID,0.0,
2/6/25 12:53:07 AM,VALID,1008.565,VALID,25.327,VALID,90.275,VALID,225.306,VALID,0.0,VALID,1008.565,VALID,1008.421,VALID,1.687,VALID,322.928,INVALID,0.0,
2/6/25 12:54:07 AM,VALID,1008.609,VALID,25.396,VALID,90.402,VALID,211.456,VALID,0.0,VALID,1008.609,VALID,1008.465,VALID,1.953,VALID,317.222,INVALID,0.0,
2/6/25 12:55:07 AM,VALID,1008.637,VALID,25.372,VALID,89.567,VALID,257.765,VALID,0.0,VALID,1008.637,VALID,1008.493,VALID,1.974,VALID,316.75,INVALID,0.0,
2/6/25 12:56:07 AM,VALID,1008.639,VALID,25.416,VALID,89.852,VALID,204.497,VALID,0.0,VALID,1008.639,VALID,1008.496,VALID,1.493,VALID,314.11,INVALID,0.0,
2/6/25 12:57:07 AM,VALID,1008.644,VALID,25.486,VALID,90.491,VALID,170.692,VALID,0.0,VALID,1008.644,VALID,1008.5,VALID,1.719,VALID,310.582,INVALID,0.0,
2/6/25 12:58:07 AM,VALID,1008.649,VALID,25.43,VALID,89.863,VALID,167.48,VALID,0.0,VALID,1008.649,VALID,1008.505,VALID,1.76,VALID,317.358,INVALID,0.0,
2/6/25 12:59:07 AM,VALID,1008.67,VALID,25.401,VALID,89.674,VALID,168.926,VALID,0.0,VALID,1008.67,VALID,1008.526,VALID,2.454,VALID,303.208,INVALID,0.0,
2/6/25 1:00:07 AM,VALID,1008.683,VALID,25.374,VALID,89.848,VALID,171.947,VALID,0.0,VALID,1008.683,VALID,1008.539,VALID,2.292,VALID,300.171,INVALID,0.0,
2/6/25 1:01:07 AM,VALID,1008.696,VALID,25.335,VALID,89.717,VALID,174.211,VALID,0.0,VALID,1008.696,VALID,1008.552,VALID,2.711,VALID,309.53,INVALID,0.0,
2/6/25 1:02:07 AM,VALID,1008.681,VALID,25.28,VALID,89.223,VALID,184.12,VALID,0.0,VALID,1008.681,VALID,1008.538,VALID,2.758,VALID,312.168,INVALID,0.0,
2/6/25 1:03:07 AM,VALID,1008.698,VALID,25.28,VALID,89.16,VALID,199.117,VALID,0.0,VALID,1008.698,VALID,1008.554,VALID,2.455,VALID,311.798,INVALID,0.0,
2/6/25 1:04:07 AM,VALID,1008.728,VALID,25.303,VALID,89.583,VALID,235.423,VALID,0.0,VALID,1008.728,VALID,1008.584,VALID,2.679,VALID,312.874,INVALID,0.0,
2/6/25 1:05:07 AM,VALID,1008.736,VALID,25.315,VALID,89.659,VALID,261.322,VALID,0.0,VALID,1008.736,VALID,1008.592,VALID,2.892,VALID,314.559,INVALID,0.0,
2/6/25 1:06:07 AM,VALID,1008.741,VALID,25.357,VALID,89.715,VALID,248.959,VALID,0.0,VALID,1008.741,VALID,1008.597,VALID,2.331,VALID,308.493,INVALID,0.0,
2/6/25 1:07:07 AM,VALID,1008.733,VALID,25.359,VALID,89.156,VALID,291.503,VALID,0.0,VALID,1008.733,VALID,1008.59,VALID,2.605,VALID,309.908,INVALID,0.0,
2/6/25 1:08:07 AM,VALID,1008.726,VALID,25.419,VALID,89.289,VALID,411.679,VALID,0.0,VALID,1008.726,VALID,1008.582,VALID,2.546,VALID,300.243,INVALID,0.0,
2/6/25 1:09:07 AM,VALID,1008.726,VALID,25.535,VALID,89.343,VALID,393.765,VALID,0.0,VALID,1008.726,VALID,1008.582,VALID,2.493,VALID,297.804,INVALID,0.0,
2/6/25 1:10:07 AM,VALID,1008.744,VALID,25.63,VALID,89.4,VALID,338.232,VALID,0.0,VALID,1008.744,VALID,1008.601,VALID,3.389,VALID,295.475,INVALID,0.0,
2/6/25 1:11:07 AM,VALID,1008.755,VALID,25.676,VALID,88.635,VALID,381.833,VALID,0.0,VALID,1008.755,VALID,1008.612,VALID,2.629,VALID,312.458,INVALID,0.0,
2/6/25 1:12:07 AM,VALID,1008.763,VALID,25.724,VALID,88.011,VALID,458.99,VALID,0.0,VALID,1008.763,VALID,1008.619,VALID,2.265,VALID,292.304,INVALID,0.0,
2/6/25 1:13:07 AM,VALID,1008.799,VALID,25.918,VALID,89.274,VALID,428.307,VALID,0.0,VALID,1008.799,VALID,1008.655,VALID,2.661,VALID,298.22,INVALID,0.0,
2/6/25 1:14:06 AM,VALID,1008.837,VALID,25.96,VALID,88.101,VALID,301.653,VALID,0.0,VALID,1008.837,VALID,1008.694,VALID,2.567,VALID,301.285,INVALID,0.0,
2/6/25 1:15:06 AM,VALID,1008.845,VALID,25.938,VALID,87.213,VALID,330.509,VALID,0.0,VALID,1008.845,VALID,1008.702,VALID,3.701,VALID,299.318,INVALID,0.0,
2/6/25 1:16:06 AM,VALID,1008.847,VALID,25.89,VALID,86.581,VALID,434.42,VALID,0.0,VALID,1008.847,VALID,1008.704,VALID,3.353,VALID,298.22,INVALID,0.0,
2/6/25 1:17:06 AM,VALID,1008.858,VALID,25.922,VALID,87.407,VALID,252.743,VALID,0.0,VALID,1008.858,VALID,1008.715,VALID,3.484,VALID,300.258,INVALID,0.0,
2/6/25 1:18:06 AM,VALID,1008.852,VALID,25.923,VALID,87.101,VALID,202.181,VALID,0.0,VALID,1008.852,VALID,1008.708,VALID,3.063,VALID,310.226,INVALID,0.0,
2/6/25 1:19:06 AM,VALID,1008.844,VALID,25.867,VALID,86.659,VALID,209.217,VALID,0.0,VALID,1008.844,VALID,1008.7,VALID,2.85,VALID,318.684,INVALID,0.0,
2/6/25 1:20:06 AM,VALID,1008.843,VALID,25.862,VALID,86.655,VALID,236.676,VALID,0.0,VALID,1008.843,VALID,1008.699,VALID,2.676,VALID,314.919,INVALID,0.0,
2/6/25 1:21:06 AM,VALID,1008.875,VALID,25.865,VALID,86.982,VALID,173.766,VALID,0.0,VALID,1008.875,VALID,1008.732,VALID,2.087,VALID,312.4,INVALID,0.0,
2/6/25 1:22:06 AM,VALID,1008.914,VALID,25.877,VALID,87.378,VALID,127.506,VALID,0.0,VALID,1008.914,VALID,1008.77,VALID,2.343,VALID,309.012,INVALID,0.0,
2/6/25 1:23:06 AM,VALID,1008.932,VALID,25.859,VALID,87.335,VALID,188.804,VALID,0.0,VALID,1008.932,VALID,1008.788,VALID,2.813,VALID,309.226,INVALID,0.0,
2/6/25 1:24:06 AM,VALID,1008.95,VALID,25.835,VALID,87.19,VALID,224.971,VALID,0.0,VALID,1008.95,VALID,1008.806,VALID,2.265,VALID,310.793,INVALID,0.0,
2/6/25 1:25:06 AM,VALID,1008.964,VALID,25.811,VALID,87.247,VALID,243.523,VALID,0.0,VALID,1008.964,VALID,1008.82,VALID,2.862,VALID,318.699,INVALID,0.0,
2/6/25 1:26:06 AM,VALID,1008.981,VALID,25.799,VALID,86.97,VALID,232.077,VALID,0.0,VALID,1008.981,VALID,1008.837,VALID,3.231,VALID,313.654,INVALID,0.0,
2/6/25 1:27:06 AM,VALID,1008.989,VALID,25.783,VALID,86.974,VALID,236.738,VALID,0.0,VALID,1008.989,VALID,1008.845,VALID,4.001,VALID,308.653,INVALID,0.0,
2/6/25 1:28:06 AM,VALID,1008.999,VALID,25.725,VALID,86.602,VALID,246.325,VALID,0.0,VALID,1008.999,VALID,1008.855,VALID,3.526,VALID,305.92,INVALID,0.0,
2/6/25 1:29:06 AM,VALID,1009.001,VALID,25.771,VALID,87.438,VALID,234.1,VALID,0.0,VALID,1009.001,VALID,1008.857,VALID,2.234,VALID,300.51,INVALID,0.0,
2/6/25 1:30:06 AM,VALID,1009.014,VALID,25.867,VALID,88.337,VALID,238.65,VALID,0.0,VALID,1009.014,VALID,1008.87,VALID,3.896,VALID,294.146,INVALID,0.0,
2/6/25 1:31:06 AM,VALID,1008.991,VALID,25.784,VALID,86.491,VALID,218.036,VALID,0.0,VALID,1008.991,VALID,1008.847,VALID,4.573,VALID,287.696,INVALID,0.0,
2/6/25 1:32:06 AM,VALID,1008.997,VALID,25.787,VALID,87.272,VALID,195.987,VALID,0.0,VALID,1008.997,VALID,1008.853,VALID,3.242,VALID,298.767,INVALID,0.0,
2/6/25 1:33:06 AM,VALID,1009.016,VALID,25.81,VALID,88.02,VALID,169.315,VALID,0.0,VALID,1009.016,VALID,1008.872,VALID,2.952,VALID,300.632,INVALID,0.0,
2/6/25 1:34:06 AM,VALID,1009.024,VALID,25.819,VALID,87.641,VALID,184.144,VALID,0.0,VALID,1009.024,VALID,1008.88,VALID,4.096,VALID,293.144,INVALID,0.0,
2/6/25 1:35:06 AM,VALID,1009.018,VALID,25.799,VALID,86.988,VALID,227.145,VALID,0.0,VALID,1009.018,VALID,1008.875,VALID,3.047,VALID,307.867,INVALID,0.0,
2/6/25 1:36:06 AM,VALID,1009.022,VALID,25.788,VALID,86.936,VALID,250.366,VALID,0.0,VALID,1009.022,VALID,1008.879,VALID,2.661,VALID,296.773,INVALID,0.0,
2/6/25 1:37:06 AM,VALID,1009.007,VALID,25.821,VALID,86.718,VALID,281.008,VALID,0.0,VALID,1009.007,VALID,1008.864,VALID,2.975,VALID,310.665,INVALID,0.0,
2/6/25 1:38:06 AM,VALID,1009.028,VALID,25.875,VALID,86.651,VALID,341.82,VALID,0.0,VALID,1009.028,VALID,1008.884,VALID,3.195,VALID,310.658,INVALID,0.0,
2/6/25 1:39:06 AM,VALID,1009.033,VALID,25.955,VALID,86.322,VALID,474.906,VALID,0.0,VALID,1009.033,VALID,1008.89,VALID,2.506,VALID,309.15,INVALID,0.0,
2/6/25 1:40:06 AM,VALID,1009.065,VALID,26.076,VALID,86.639,VALID,430.778,VALID,0.0,VALID,1009.065,VALID,1008.921,VALID,1.891,VALID,308.608,INVALID,0.0,
2/6/25 1:41:06 AM,VALID,1009.064,VALID,26.178,VALID,85.925,VALID,392.194,VALID,0.0,VALID,1009.064,VALID,1008.92,VALID,2.646,VALID,308.677,INVALID,0.0,
2/6/25 1:42:06 AM,VALID,1009.085,VALID,26.384,VALID,87.322,VALID,440.874,VALID,0.0,VALID,1009.085,VALID,1008.941,VALID,1.985,VALID,292.142,INVALID,0.0,
2/6/25 1:43:06 AM,VALID,1009.097,VALID,26.515,VALID,86.478,VALID,511.242,VALID,0.0,VALID,1009.097,VALID,1008.953,VALID,2.459,VALID,296.502,INVALID,0.0,
2/6/25 1:44:06 AM,VALID,1009.112,VALID,26.625,VALID,85.921,VALID,390.501,VALID,0.0,VALID,1009.112,VALID,1008.968,VALID,3.031,VALID,294.677,INVALID,0.0,
2/6/25 1:45:06 AM,VALID,1009.09,VALID,26.674,VALID,85.504,VALID,323.337,VALID,0.0,VALID,1009.09,VALID,1008.946,VALID,2.241,VALID,288.848,INVALID,0.0,
2/6/25 1:46:06 AM,VALID,1009.08,VALID,26.63,VALID,84.972,VALID,268.396,VALID,0.0,VALID,1009.08,VALID,1008.936,VALID,2.169,VALID,277.05,INVALID,0.0,
2/6/25 1:47:06 AM,VALID,1009.105,VALID,26.584,VALID,85.014,VALID,204.21,VALID,0.0,VALID,1009.105,VALID,1008.961,VALID,2.579,VALID,277.56,INVALID,0.0,
2/6/25 1:48:06 AM,VALID,1009.154,VALID,26.572,VALID,85.795,VALID,207.053,VALID,0.0,VALID,1009.154,VALID,1009.011,VALID,3.193,VALID,300.758,INVALID,0.0,
2/6/25 1:49:06 AM,VALID,1009.191,VALID,26.528,VALID,84.605,VALID,214.403,VALID,0.0,VALID,1009.191,VALID,1009.047,VALID,4.353,VALID,308.182,INVALID,0.0,
